rank,country_name,gold,silver,bronze,total,year,season,location,country_flag,country_id,index
32,Ireland,1,1,0,2,1992,summer,Barcelona - Spain,51-Ireland.png,60,38
33,Ethiopia,1,0,2,3,1992,summer,Barcelona - Spain,175-Ethiopia.png,130,38
34,Algeria,1,0,1,2,1992,summer,Barcelona - Spain,157-Algeria.png,67,38
34,Estonia,1,0,1,2,1992,summer,Barcelona - Spain,31-Estonia.png,9,38
34,Lithuania,1,0,1,2,1992,summer,Barcelona - Spain,176-Lithuania.png,115,38
37,Switzerland,1,0,0,1,1992,summer,Barcelona - Spain,9-Switzerland.png,161,38
38,Jamaica,0,3,1,4,1992,summer,Barcelona - Spain,122-Jamaica.png,43,38
38,Nigeria,0,3,1,4,1992,summer,Barcelona - Spain,111-Nigeria.png,38,38
40,Latvia,0,2,1,3,1992,summer,Barcelona - Spain,56-Latvia.png,18,38
41,Austria,0,2,0,2,1992,summer,Barcelona - Spain,42-Austria.png,14,38
41,Namibia,0,2,0,2,1992,summer,Barcelona - Spain,177-Namibia.png,83,38
41,South Africa,0,2,0,2,1992,summer,Barcelona - Spain,178-South Africa.png,95,38
44,Belgium,0,1,2,3,1992,summer,Barcelona - Spain,12-Belgium.png,56,38
44,Croatia,0,1,2,3,1992,summer,Barcelona - Spain,179-Croatia.png,84,38
44,Independent Olympic Participants,0,1,2,3,1992,summer,Barcelona - Spain,180-Independent Olympic Participants.png,85,38
44,Iran,0,1,2,3,1992,summer,Barcelona - Spain,166-Iran.png,74,38
49,Chinese Taipei,0,1,0,1,1992,summer,Barcelona - Spain,159-Chinese Taipei.png,69,38
49,Mexico,0,1,0,1,1992,summer,Barcelona - Spain,115-Mexico.png,40,38
49,Peru,0,1,0,1,1992,summer,Barcelona - Spain,155-Peru.png,65,38
52,Mongolia,0,0,2,2,1992,summer,Barcelona - Spain,182-Mongolia.png,86,38
52,Slovenia,0,0,2,2,1992,summer,Barcelona - Spain,183-Slovenia.png,87,38
54,Argentina,0,0,1,1,1992,summer,Barcelona - Spain,40-Argentina.png,131,38
54,Bahamas,0,0,1,1,1992,summer,Barcelona - Spain,184-Bahamas.png,88,38
54,Colombia,0,0,1,1,1992,summer,Barcelona - Spain,129-Colombia.png,47,38
54,Ghana,0,0,1,1,1992,summer,Barcelona - Spain,130-Ghana.png,48,38
54,Malaysia,0,0,1,1,1992,summer,Barcelona - Spain,185-Malaysia.png,89,38
54,Pakistan,0,0,1,1,1992,summer,Barcelona - Spain,90-Pakistan.png,28,38
54,Philippines,0,0,1,1,1992,summer,Barcelona - Spain,63-Philippines.png,145,38
54,Puerto Rico,0,0,1,1,1992,summer,Barcelona - Spain,133-Puerto Rico.png,105,38
54,Qatar,0,0,1,1,1992,summer,Barcelona - Spain,186-Qatar.png,90,38
54,Suriname,0,0,1,1,1992,summer,Barcelona - Spain,163-Suriname.png,71,38
54,Thailand,0,0,1,1,1992,summer,Barcelona - Spain,134-Thailand.png,50,38
1,Russia,11,8,4,23,1994,winter,Lillehammer - Norway,187-Russia.png,91,39
2,Norway,10,11,5,26,1994,winter,Lillehammer - Norway,17-Norway.png,3,39
3,Germany,9,7,8,24,1994,winter,Lillehammer - Norway,81-Germany.png,24,39
4,Italy,7,5,8,20,1994,winter,Lillehammer - Norway,65-Italy.png,113,39
5,United States,6,5,2,13,1994,winter,Lillehammer - Norway,92-United States.png,163,39
6,South Korea,4,1,1,6,1994,winter,Lillehammer - Norway,162-South Korea.png,129,39
7,Canada,3,6,4,13,1994,winter,Lillehammer - Norway,117-Canada.png,41,39
8,Switzerland,3,4,2,9,1994,winter,Lillehammer - Norway,268-Switzerland.png,161,39
9,Austria,2,3,4,9,1994,winter,Lillehammer - Norway,42-Austria.png,14,39
10,Sweden,2,1,0,3,1994,winter,Lillehammer - Norway,23-Sweden.png,5,39
11,Japan,1,2,2,5,1994,winter,Lillehammer - Norway,34-Japan.png,106,39
12,Kazakhstan,1,2,0,3,1994,winter,Lillehammer - Norway,190-Kazakhstan.png,94,39
13,Ukraine,1,0,1,2,1994,winter,Lillehammer - Norway,188-Ukraine.png,92,39
14,Uzbekistan,1,0,0,1,1994,winter,Lillehammer - Norway,201-Uzbekistan.png,101,39
15,Belarus,0,2,0,2,1994,winter,Lillehammer - Norway,273-Belarus.png,165,39
16,Finland,0,1,5,6,1994,winter,Lillehammer - Norway,30-Finland.png,8,39
17,France,0,1,4,5,1994,winter,Lillehammer - Norway,3-France.png,51,39
18,Netherlands,0,1,3,4,1994,winter,Lillehammer - Norway,14-Netherlands.png,59,39
19,China,0,1,2,3,1994,winter,Lillehammer - Norway,151-China.png,62,39
20,Slovenia,0,0,3,3,1994,winter,Lillehammer - Norway,183-Slovenia.png,87,39
21,Great Britain,0,0,2,2,1994,winter,Lillehammer - Norway,269-Great Britain.png,162,39
22,Australia,0,0,1,1,1994,winter,Lillehammer - Norway,33-Australia.png,53,39
1,United States,44,32,25,101,1996,summer,Atlanta - United States,92-United States.png,163,40
2,Russia,26,21,16,63,1996,summer,Atlanta - United States,187-Russia.png,91,40
3,Germany,20,18,27,65,1996,summer,Atlanta - United States,81-Germany.png,24,40
4,China,16,22,12,50,1996,summer,Atlanta - United States,151-China.png,62,40
5,France,15,7,15,37,1996,summer,Atlanta - United States,3-France.png,51,40
6,Italy,13,10,12,35,1996,summer,Atlanta - United States,65-Italy.png,113,40
7,Australia,9,9,23,41,1996,summer,Atlanta - United States,33-Australia.png,53,40
8,Cuba,9,8,8,25,1996,summer,Atlanta - United States,15-Cuba.png,2,40
9,Ukraine,9,2,12,23,1996,summer,Atlanta - United States,188-Ukraine.png,92,40
10,South Korea,7,15,5,27,1996,summer,Atlanta - United States,162-South Korea.png,129,40
11,Poland,7,5,5,17,1996,summer,Atlanta - United States,138-Poland.png,52,40
12,Hungary,7,4,10,21,1996,summer,Atlanta - United States,94-Hungary.png,30,40
13,Spain,5,6,6,17,1996,summer,Atlanta - United States,152-Spain.png,63,40
14,Romania,4,7,9,20,1996,summer,Atlanta - United States,47-Romania.png,39,40
15,Netherlands,4,5,10,19,1996,summer,Atlanta - United States,14-Netherlands.png,59,40
16,Greece,4,4,0,8,1996,summer,Atlanta - United States,144-Greece.png,55,40
17,Czech Republic,4,3,4,11,1996,summer,Atlanta - United States,189-Czech Republic.png,93,40
18,Switzerland,4,3,0,7,1996,summer,Atlanta - United States,9-Switzerland.png,161,40
19,Denmark,4,1,1,6,1996,summer,Atlanta - United States,8-Denmark.png,54,40
19,Turkey,4,1,1,6,1996,summer,Atlanta - United States,66-Turkey.png,19,40
21,Canada,3,11,8,22,1996,summer,Atlanta - United States,117-Canada.png,41,40
22,Bulgaria,3,7,5,15,1996,summer,Atlanta - United States,173-Bulgaria.png,81,40
23,Japan,3,6,5,14,1996,summer,Atlanta - United States,34-Japan.png,106,40
24,Kazakhstan,3,4,4,11,1996,summer,Atlanta - United States,190-Kazakhstan.png,94,40
25,Brazil,3,3,9,15,1996,summer,Atlanta - United States,174-Brazil.png,82,40
26,New Zealand,3,2,1,6,1996,summer,Atlanta - United States,37-New Zealand.png,12,40
27,South Africa,3,1,1,5,1996,summer,Atlanta - United States,191-South Africa.png,95,40
28,Ireland,3,0,1,4,1996,summer,Atlanta - United States,51-Ireland.png,60,40
29,Sweden,2,4,2,8,1996,summer,Atlanta - United States,23-Sweden.png,5,40
30,Norway,2,2,3,7,1996,summer,Atlanta - United States,17-Norway.png,3,40
31,Belgium,2,2,2,6,1996,summer,Atlanta - United States,12-Belgium.png,56,40
32,Nigeria,2,1,3,6,1996,summer,Atlanta - United States,111-Nigeria.png,38,40
33,North Korea,2,1,2,5,1996,summer,Atlanta - United States,172-North Korea.png,80,40
34,Algeria,2,0,1,3,1996,summer,Atlanta - United States,157-Algeria.png,67,40
34,Ethiopia,2,0,1,3,1996,summer,Atlanta - United States,192-Ethiopia.png,130,40
36,Great Britain,1,8,6,15,1996,summer,Atlanta - United States,4-Great Britain.png,162,40
37,Belarus,1,6,8,15,1996,summer,Atlanta - United States,193-Belarus.png,165,40
38,Kenya,1,4,3,8,1996,summer,Atlanta - United States,110-Kenya.png,37,40
39,Jamaica,1,3,2,6,1996,summer,Atlanta - United States,122-Jamaica.png,43,40
40,Finland,1,2,1,4,1996,summer,Atlanta - United States,30-Finland.png,8,40
41,FR Yugoslavia,1,1,2,4,1996,summer,Atlanta - United States,194-FR Yugoslavia.png,96,40
41,Indonesia,1,1,2,4,1996,summer,Atlanta - United States,165-Indonesia.png,73,40
43,Iran,1,1,1,3,1996,summer,Atlanta - United States,166-Iran.png,74,40
43,Slovakia,1,1,1,3,1996,summer,Atlanta - United States,195-Slovakia.png,97,40
45,Armenia,1,1,0,2,1996,summer,Atlanta - United States,196-Armenia.png,98,40
45,Croatia,1,1,0,2,1996,summer,Atlanta - United States,179-Croatia.png,84,40
47,Portugal,1,0,1,2,1996,summer,Atlanta - United States,46-Portugal.png,16,40
47,Thailand,1,0,1,2,1996,summer,Atlanta - United States,134-Thailand.png,50,40
49,Burundi,1,0,0,1,1996,summer,Atlanta - United States,197-Burundi.png,99,40
49,Costa Rica,1,0,0,1,1996,summer,Atlanta - United States,164-Costa Rica.png,72,40
49,Ecuador,1,0,0,1,1996,summer,Atlanta - United States,198-Ecuador.png,147,40
49,Hong Kong,1,0,0,1,1996,summer,Atlanta - United States,199-Hong Kong.png,119,40
49,Syria,1,0,0,1,1996,summer,Atlanta - United States,156-Syria.png,66,40
54,Argentina,0,2,1,3,1996,summer,Atlanta - United States,40-Argentina.png,131,40
55,Namibia,0,2,0,2,1996,summer,Atlanta - United States,177-Namibia.png,83,40
55,Slovenia,0,2,0,2,1996,summer,Atlanta - United States,183-Slovenia.png,87,40
57,Austria,0,1,2,3,1996,summer,Atlanta - United States,42-Austria.png,14,40
58,Malaysia,0,1,1,2,1996,summer,Atlanta - United States,185-Malaysia.png,89,40
58,Moldova,0,1,1,2,1996,summer,Atlanta - United States,200-Moldova.png,100,40
58,Uzbekistan,0,1,1,2,1996,summer,Atlanta - United States,201-Uzbekistan.png,101,40
61,Azerbaijan,0,1,0,1,1996,summer,Atlanta - United States,202-Azerbaijan.png,140,40
61,Bahamas,0,1,0,1,1996,summer,Atlanta - United States,184-Bahamas.png,88,40
61,Chinese Taipei,0,1,0,1,1996,summer,Atlanta - United States,159-Chinese Taipei.png,69,40
61,Latvia,0,1,0,1,1996,summer,Atlanta - United States,56-Latvia.png,18,40
61,Philippines,0,1,0,1,1996,summer,Atlanta - United States,63-Philippines.png,145,40
61,Tonga,0,1,0,1,1996,summer,Atlanta - United States,203-Tonga.png,102,40
61,Zambia,0,1,0,1,1996,summer,Atlanta - United States,204-Zambia.png,103,40
68,Georgia,0,0,2,2,1996,summer,Atlanta - United States,205-Georgia.png,114,40
68,Morocco,0,0,2,2,1996,summer,Atlanta - United States,100-Morocco.png,32,40
68,Trinidad and Tobago,0,0,2,2,1996,summer,Atlanta - United States,106-Trinidad and Tobago.png,36,40
71,India,0,0,1,1,1996,summer,Atlanta - United States,68-India.png,20,40
71,Lithuania,0,0,1,1,1996,summer,Atlanta - United States,176-Lithuania.png,115,40
71,Mexico,0,0,1,1,1996,summer,Atlanta - United States,115-Mexico.png,40,40
71,Mongolia,0,0,1,1,1996,summer,Atlanta - United States,182-Mongolia.png,86,40
71,Mozambique,0,0,1,1,1996,summer,Atlanta - United States,206-Mozambique.png,104,40
71,Puerto Rico,0,0,1,1,1996,summer,Atlanta - United States,207-Puerto Rico.png,105,40
71,Tunisia,0,0,1,1,1996,summer,Atlanta - United States,107-Tunisia.png,122,40
71,Uganda,0,0,1,1,1996,summer,Atlanta - United States,120-Uganda.png,42,40
1,Germany,12,9,8,29,1998,winter,Nagano - Japan,81-Germany.png,24,41
2,Norway,10,10,5,25,1998,winter,Nagano - Japan,17-Norway.png,3,41
3,Russia,9,6,3,18,1998,winter,Nagano - Japan,187-Russia.png,91,41
4,Canada,6,5,4,15,1998,winter,Nagano - Japan,117-Canada.png,41,41
5,United States,6,3,4,13,1998,winter,Nagano - Japan,92-United States.png,163,41
6,Netherlands,5,4,2,11,1998,winter,Nagano - Japan,14-Netherlands.png,59,41
7,Japan,5,1,4,10,1998,winter,Nagano - Japan,34-Japan.png,106,41
8,Austria,3,5,9,17,1998,winter,Nagano - Japan,42-Austria.png,14,41
9,South Korea,3,1,2,6,1998,winter,Nagano - Japan,208-South Korea.png,129,41
10,Italy,2,6,2,10,1998,winter,Nagano - Japan,65-Italy.png,113,41
11,Finland,2,4,6,12,1998,winter,Nagano - Japan,30-Finland.png,8,41
12,Switzerland,2,2,3,7,1998,winter,Nagano - Japan,268-Switzerland.png,161,41
13,France,2,1,5,8,1998,winter,Nagano - Japan,3-France.png,51,41
14,Czech Republic,1,1,1,3,1998,winter,Nagano - Japan,189-Czech Republic.png,93,41
15,Bulgaria,1,0,0,1,1998,winter,Nagano - Japan,173-Bulgaria.png,81,41
16,China,0,6,2,8,1998,winter,Nagano - Japan,151-China.png,62,41
17,Sweden,0,2,1,3,1998,winter,Nagano - Japan,23-Sweden.png,5,41
18,Denmark,0,1,0,1,1998,winter,Nagano - Japan,8-Denmark.png,54,41
18,Ukraine,0,1,0,1,1998,winter,Nagano - Japan,188-Ukraine.png,92,41
20,Belarus,0,0,2,2,1998,winter,Nagano - Japan,193-Belarus.png,165,41
20,Kazakhstan,0,0,2,2,1998,winter,Nagano - Japan,190-Kazakhstan.png,94,41
22,Australia,0,0,1,1,1998,winter,Nagano - Japan,33-Australia.png,53,41
22,Belgium,0,0,1,1,1998,winter,Nagano - Japan,12-Belgium.png,56,41
22,Great Britain,0,0,1,1,1998,winter,Nagano - Japan,269-Great Britain.png,162,41
1,United States,37,24,32,93,2000,summer,Sydney - Australia,92-United States.png,163,42
2,Russia,32,28,29,89,2000,summer,Sydney - Australia,187-Russia.png,91,42
3,China,28,16,14,58,2000,summer,Sydney - Australia,151-China.png,62,42
4,Australia,16,25,17,58,2000,summer,Sydney - Australia,33-Australia.png,53,42
5,Germany,13,17,26,56,2000,summer,Sydney - Australia,81-Germany.png,24,42
6,France,13,14,11,38,2000,summer,Sydney - Australia,3-France.png,51,42
7,Italy,13,8,13,34,2000,summer,Sydney - Australia,65-Italy.png,113,42
8,Netherlands,12,9,4,25,2000,summer,Sydney - Australia,14-Netherlands.png,59,42
9,Cuba,11,11,7,29,2000,summer,Sydney - Australia,15-Cuba.png,2,42
10,Great Britain,11,10,7,28,2000,summer,Sydney - Australia,4-Great Britain.png,162,42
11,Romania,11,6,9,26,2000,summer,Sydney - Australia,47-Romania.png,39,42
12,South Korea,8,10,10,28,2000,summer,Sydney - Australia,208-South Korea.png,129,42
13,Hungary,8,6,3,17,2000,summer,Sydney - Australia,94-Hungary.png,30,42
14,Poland,6,5,3,14,2000,summer,Sydney - Australia,138-Poland.png,52,42
15,Japan,5,8,5,18,2000,summer,Sydney - Australia,209-Japan.png,106,42
16,Bulgaria,5,6,2,13,2000,summer,Sydney - Australia,173-Bulgaria.png,81,42
17,Greece,4,6,3,13,2000,summer,Sydney - Australia,144-Greece.png,55,42
18,Sweden,4,5,3,12,2000,summer,Sydney - Australia,23-Sweden.png,5,42
19,Norway,4,3,3,10,2000,summer,Sydney - Australia,17-Norway.png,3,42
20,Ethiopia,4,1,3,8,2000,summer,Sydney - Australia,192-Ethiopia.png,130,42
21,Ukraine,3,10,10,23,2000,summer,Sydney - Australia,188-Ukraine.png,92,42
22,Kazakhstan,3,4,0,7,2000,summer,Sydney - Australia,190-Kazakhstan.png,94,42
23,Belarus,3,3,11,17,2000,summer,Sydney - Australia,193-Belarus.png,165,42
24,Canada,3,3,8,14,2000,summer,Sydney - Australia,117-Canada.png,41,42
25,Spain,3,3,5,11,2000,summer,Sydney - Australia,152-Spain.png,63,42
26,Turkey,3,0,2,5,2000,summer,Sydney - Australia,66-Turkey.png,19,42
27,Iran,3,0,1,4,2000,summer,Sydney - Australia,166-Iran.png,74,42
28,Czech Republic,2,3,3,8,2000,summer,Sydney - Australia,189-Czech Republic.png,93,42
29,Kenya,2,3,2,7,2000,summer,Sydney - Australia,110-Kenya.png,37,42
30,Denmark,2,3,1,6,2000,summer,Sydney - Australia,8-Denmark.png,54,42
31,Finland,2,1,1,4,2000,summer,Sydney - Australia,30-Finland.png,8,42
32,Austria,2,1,0,3,2000,summer,Sydney - Australia,42-Austria.png,14,42
33,Lithuania,2,0,3,5,2000,summer,Sydney - Australia,176-Lithuania.png,115,42
34,Azerbaijan,2,0,1,3,2000,summer,Sydney - Australia,202-Azerbaijan.png,140,42
34,Bahamas,2,0,1,3,2000,summer,Sydney - Australia,184-Bahamas.png,88,42
36,Slovenia,2,0,0,2,2000,summer,Sydney - Australia,183-Slovenia.png,87,42
37,Switzerland,1,6,2,9,2000,summer,Sydney - Australia,9-Switzerland.png,161,42
38,Indonesia,1,3,2,6,2000,summer,Sydney - Australia,165-Indonesia.png,73,42
39,Slovakia,1,3,1,5,2000,summer,Sydney - Australia,195-Slovakia.png,97,42
40,Mexico,1,2,3,6,2000,summer,Sydney - Australia,115-Mexico.png,40,42
41,Nigeria,1,2,0,3,2000,summer,Sydney - Australia,111-Nigeria.png,38,42
42,Algeria,1,1,3,5,2000,summer,Sydney - Australia,157-Algeria.png,67,42
43,Uzbekistan,1,1,2,4,2000,summer,Sydney - Australia,201-Uzbekistan.png,101,42
44,FR Yugoslavia,1,1,1,3,2000,summer,Sydney - Australia,194-FR Yugoslavia.png,96,42
44,Latvia,1,1,1,3,2000,summer,Sydney - Australia,56-Latvia.png,18,42
46,New Zealand,1,0,3,4,2000,summer,Sydney - Australia,37-New Zealand.png,12,42
47,Estonia,1,0,2,3,2000,summer,Sydney - Australia,31-Estonia.png,9,42
47,Thailand,1,0,2,3,2000,summer,Sydney - Australia,134-Thailand.png,50,42
49,Croatia,1,0,1,2,2000,summer,Sydney - Australia,179-Croatia.png,84,42
50,Cameroon,1,0,0,1,2000,summer,Sydney - Australia,158-Cameroon.png,68,42
50,Colombia,1,0,0,1,2000,summer,Sydney - Australia,129-Colombia.png,47,42
50,Mozambique,1,0,0,1,2000,summer,Sydney - Australia,206-Mozambique.png,104,42
53,Brazil,0,6,6,12,2000,summer,Sydney - Australia,174-Brazil.png,82,42
54,Jamaica,0,6,3,9,2000,summer,Sydney - Australia,122-Jamaica.png,43,42
55,Belgium,0,2,3,5,2000,summer,Sydney - Australia,12-Belgium.png,56,42
55,South Africa,0,2,3,5,2000,summer,Sydney - Australia,191-South Africa.png,95,42
57,Argentina,0,2,2,4,2000,summer,Sydney - Australia,40-Argentina.png,131,42
58,Chinese Taipei,0,1,4,5,2000,summer,Sydney - Australia,159-Chinese Taipei.png,69,42
58,Morocco,0,1,4,5,2000,summer,Sydney - Australia,100-Morocco.png,32,42
60,North Korea,0,1,3,4,2000,summer,Sydney - Australia,172-North Korea.png,80,42
61,Moldova,0,1,1,2,2000,summer,Sydney - Australia,200-Moldova.png,100,42
61,Saudi Arabia,0,1,1,2,2000,summer,Sydney - Australia,210-Saudi Arabia.png,107,42
61,Trinidad and Tobago,0,1,1,2,2000,summer,Sydney - Australia,106-Trinidad and Tobago.png,36,42
64,Ireland,0,1,0,1,2000,summer,Sydney - Australia,51-Ireland.png,60,42
64,Sri Lanka,0,1,0,1,2000,summer,Sydney - Australia,211-Sri Lanka.png,108,42
64,Uruguay,0,1,0,1,2000,summer,Sydney - Australia,41-Uruguay.png,13,42
64,Vietnam,0,1,0,1,2000,summer,Sydney - Australia,212-Vietnam.png,109,42
68,Georgia,0,0,6,6,2000,summer,Sydney - Australia,205-Georgia.png,114,42
69,Costa Rica,0,0,2,2,2000,summer,Sydney - Australia,164-Costa Rica.png,72,42
69,Portugal,0,0,2,2,2000,summer,Sydney - Australia,46-Portugal.png,16,42
71,Armenia,0,0,1,1,2000,summer,Sydney - Australia,196-Armenia.png,98,42
71,Barbados,0,0,1,1,2000,summer,Sydney - Australia,213-Barbados.png,110,42
71,Chile,0,0,1,1,2000,summer,Sydney - Australia,52-Chile.png,17,42
71,Iceland,0,0,1,1,2000,summer,Sydney - Australia,89-Iceland.png,27,42
71,India,0,0,1,1,2000,summer,Sydney - Australia,68-India.png,20,42
71,Kuwait,0,0,1,1,2000,summer,Sydney - Australia,214-Kuwait.png,111,42
71,Kyrgyzstan,0,0,1,1,2000,summer,Sydney - Australia,215-Kyrgyzstan.png,157,42
71,Macedonia,0,0,1,1,2000,summer,Sydney - Australia,216-Macedonia.png,112,42
71,Qatar,0,0,1,1,2000,summer,Sydney - Australia,186-Qatar.png,90,42
1,Norway,13,5,7,25,2002,winter,Salt Lake City - United States,17-Norway.png,3,43
2,Germany,12,16,8,36,2002,winter,Salt Lake City - United States,81-Germany.png,24,43
3,United States,10,13,11,34,2002,winter,Salt Lake City - United States,92-United States.png,163,43
4,Canada,7,3,7,17,2002,winter,Salt Lake City - United States,117-Canada.png,41,43
5,Russia,5,4,4,13,2002,winter,Salt Lake City - United States,187-Russia.png,91,43
6,France,4,5,2,11,2002,winter,Salt Lake City - United States,3-France.png,51,43
7,Italy,4,4,5,13,2002,winter,Salt Lake City - United States,65-Italy.png,113,43
8,Finland,4,2,1,7,2002,winter,Salt Lake City - United States,30-Finland.png,8,43
9,Netherlands,3,5,0,8,2002,winter,Salt Lake City - United States,14-Netherlands.png,59,43
10,Austria,3,4,10,17,2002,winter,Salt Lake City - United States,42-Austria.png,14,43
11,Switzerland,3,2,6,11,2002,winter,Salt Lake City - United States,268-Switzerland.png,161,43
12,Croatia,3,1,0,4,2002,winter,Salt Lake City - United States,179-Croatia.png,84,43
13,China,2,2,4,8,2002,winter,Salt Lake City - United States,151-China.png,62,43
14,South Korea,2,2,0,4,2002,winter,Salt Lake City - United States,208-South Korea.png,129,43
15,Australia,2,0,0,2,2002,winter,Salt Lake City - United States,33-Australia.png,53,43
16,Czech Republic,1,2,0,3,2002,winter,Salt Lake City - United States,189-Czech Republic.png,93,43
17,Estonia,1,1,1,3,2002,winter,Salt Lake City - United States,31-Estonia.png,9,43
18,Great Britain,1,0,1,2,2002,winter,Salt Lake City - United States,269-Great Britain.png,162,43
19,Sweden,0,2,5,7,2002,winter,Salt Lake City - United States,23-Sweden.png,5,43
20,Bulgaria,0,1,2,3,2002,winter,Salt Lake City - United States,173-Bulgaria.png,81,43
21,Japan,0,1,1,2,2002,winter,Salt Lake City - United States,209-Japan.png,106,43
21,Poland,0,1,1,2,2002,winter,Salt Lake City - United States,138-Poland.png,52,43
23,Belarus,0,0,1,1,2002,winter,Salt Lake City - United States,193-Belarus.png,165,43
23,Slovenia,0,0,1,1,2002,winter,Salt Lake City - United States,183-Slovenia.png,87,43
1,United States,36,39,26,101,2004,summer,Athens - Greece,92-United States.png,163,44
2,China,32,17,14,63,2004,summer,Athens - Greece,151-China.png,62,44
3,Russia,28,26,36,90,2004,summer,Athens - Greece,187-Russia.png,91,44
4,Australia,17,16,17,50,2004,summer,Athens - Greece,33-Australia.png,53,44
5,Japan,16,9,12,37,2004,summer,Athens - Greece,209-Japan.png,106,44
6,Germany,13,16,20,49,2004,summer,Athens - Greece,81-Germany.png,24,44
7,France,11,9,13,33,2004,summer,Athens - Greece,3-France.png,51,44
8,Italy,10,11,11,32,2004,summer,Athens - Greece,217-Italy.png,113,44
9,South Korea,9,12,9,30,2004,summer,Athens - Greece,208-South Korea.png,129,44
10,Great Britain,9,9,12,30,2004,summer,Athens - Greece,4-Great Britain.png,162,44
11,Cuba,9,7,11,27,2004,summer,Athens - Greece,15-Cuba.png,2,44
12,Hungary,8,6,3,17,2004,summer,Athens - Greece,94-Hungary.png,30,44
13,Ukraine,8,5,9,22,2004,summer,Athens - Greece,188-Ukraine.png,92,44
14,Romania,8,5,6,19,2004,summer,Athens - Greece,47-Romania.png,39,44
15,Greece,6,6,4,16,2004,summer,Athens - Greece,144-Greece.png,55,44
16,Brazil,5,2,3,10,2004,summer,Athens - Greece,174-Brazil.png,82,44
17,Norway,5,0,1,6,2004,summer,Athens - Greece,17-Norway.png,3,44
18,Netherlands,4,9,9,22,2004,summer,Athens - Greece,14-Netherlands.png,59,44
19,Sweden,4,2,1,7,2004,summer,Athens - Greece,23-Sweden.png,5,44
20,Spain,3,11,6,20,2004,summer,Athens - Greece,152-Spain.png,63,44
21,Canada,3,6,3,12,2004,summer,Athens - Greece,117-Canada.png,41,44
22,Turkey,3,3,4,10,2004,summer,Athens - Greece,66-Turkey.png,19,44
23,Poland,3,2,5,10,2004,summer,Athens - Greece,138-Poland.png,52,44
24,New Zealand,3,2,0,5,2004,summer,Athens - Greece,37-New Zealand.png,12,44
25,Thailand,3,1,4,8,2004,summer,Athens - Greece,134-Thailand.png,50,44
26,Belarus,2,5,6,13,2004,summer,Athens - Greece,193-Belarus.png,165,44
27,Austria,2,4,1,7,2004,summer,Athens - Greece,42-Austria.png,14,44
28,Ethiopia,2,3,2,7,2004,summer,Athens - Greece,192-Ethiopia.png,130,44
29,Iran,2,2,2,6,2004,summer,Athens - Greece,166-Iran.png,74,44
29,Slovakia,2,2,2,6,2004,summer,Athens - Greece,195-Slovakia.png,97,44
31,Chinese Taipei,2,2,1,5,2004,summer,Athens - Greece,159-Chinese Taipei.png,69,44
32,Georgia,2,2,0,4,2004,summer,Athens - Greece,218-Georgia.png,114,44
33,Bulgaria,2,1,9,12,2004,summer,Athens - Greece,173-Bulgaria.png,81,44
34,Denmark,2,1,5,8,2004,summer,Athens - Greece,8-Denmark.png,54,44
35,Jamaica,2,1,2,5,2004,summer,Athens - Greece,122-Jamaica.png,43,44
35,Uzbekistan,2,1,2,5,2004,summer,Athens - Greece,201-Uzbekistan.png,101,44
37,Morocco,2,1,0,3,2004,summer,Athens - Greece,100-Morocco.png,32,44
38,Argentina,2,0,4,6,2004,summer,Athens - Greece,40-Argentina.png,131,44
39,Chile,2,0,1,3,2004,summer,Athens - Greece,52-Chile.png,17,44
40,Kazakhstan,1,4,3,8,2004,summer,Athens - Greece,190-Kazakhstan.png,94,44
41,Kenya,1,4,2,7,2004,summer,Athens - Greece,110-Kenya.png,37,44
42,Czech Republic,1,3,5,9,2004,summer,Athens - Greece,189-Czech Republic.png,93,44
43,South Africa,1,3,2,6,2004,summer,Athens - Greece,191-South Africa.png,95,44
44,Croatia,1,2,2,5,2004,summer,Athens - Greece,179-Croatia.png,84,44
45,Lithuania,1,2,0,3,2004,summer,Athens - Greece,219-Lithuania.png,115,44
46,Egypt,1,1,3,5,2004,summer,Athens - Greece,220-Egypt.png,116,44
46,Switzerland,1,1,3,5,2004,summer,Athens - Greece,9-Switzerland.png,161,44
48,Indonesia,1,1,2,4,2004,summer,Athens - Greece,165-Indonesia.png,73,44
49,Zimbabwe,1,1,1,3,2004,summer,Athens - Greece,146-Zimbabwe.png,57,44
50,Azerbaijan,1,0,4,5,2004,summer,Athens - Greece,202-Azerbaijan.png,140,44
51,Belgium,1,0,2,3,2004,summer,Athens - Greece,12-Belgium.png,56,44
52,Bahamas,1,0,1,2,2004,summer,Athens - Greece,184-Bahamas.png,88,44
54,Cameroon,1,0,0,1,2004,summer,Athens - Greece,158-Cameroon.png,68,44
54,Dominican Republic,1,0,0,1,2004,summer,Athens - Greece,160-Dominican Republic.png,70,44
54,United Arab Emirates,1,0,0,1,2004,summer,Athens - Greece,221-United Arab Emirates.png,117,44
57,North Korea,0,4,1,5,2004,summer,Athens - Greece,172-North Korea.png,80,44
58,Latvia,0,4,0,4,2004,summer,Athens - Greece,56-Latvia.png,18,44
59,Mexico,0,3,1,4,2004,summer,Athens - Greece,115-Mexico.png,40,44
60,Portugal,0,2,1,3,2004,summer,Athens - Greece,46-Portugal.png,16,44
61,Finland,0,2,0,2,2004,summer,Athens - Greece,30-Finland.png,8,44
